frame_id,track_id_a,track_id_b,stage,score_total,score_traj,score_rel,score_y,score_size,score_center,score_temp,score_support,conf_a,conf_b,boxh_a_ratio,boxh_b_ratio,y_a_ratio,y_b_ratio,consecutive_hits
220,70,13,core,0.85369,0.620542,0.950375,0.913424,0.795391,0.711617,1.0,0.0,0.7457,0.6622,0.040125,0.043472,0.537611,0.533083,9
221,70,13,core,0.847442,0.557405,0.852373,0.895337,0.95786,0.706641,1.0,0.0,0.7736,0.6544,0.04025,0.040861,0.538583,0.533056,10
222,70,13,core,0.851075,0.592246,0.884595,0.898077,0.907802,0.700203,1.0,0.0,0.7872,0.6783,0.039931,0.041306,0.539222,0.533847,11
223,70,13,core,0.806871,0.566569,0.840082,0.87639,0.790021,0.695281,1.0,0.0,0.7804,0.702,0.040056,0.0435,0.540569,0.533972,12
229,70,32,core,0.803494,0.514044,0.869521,0.882987,0.978151,0.852602,0.5,0.0,0.7235,0.805,0.042944,0.043278,0.546125,0.539903,3
230,72,44,core,0.754052,0.609445,0.707012,0.846012,0.918707,0.81275,0.5,0.0,0.8668,0.8695,0.064556,0.0665,0.643458,0.635097,3
230,70,32,core,0.819155,0.596581,0.867576,0.855227,0.980859,0.855914,0.6,0.0,0.7483,0.7968,0.043264,0.042972,0.547056,0.539236,4
230,77,56,core,0.803399,0.708061,0.897979,0.739379,0.972398,0.867406,0.5,0.0,0.8669,0.8716,0.138194,0.136847,0.856417,0.841319,3
231,72,44,core,0.777458,0.592552,0.727293,0.900825,0.905347,0.809531,0.6,0.0,0.865,0.8624,0.063139,0.065375,0.639097,0.633875,4
231,70,32,core,0.813303,0.528114,0.873105,0.831335,0.975101,0.859109,0.7,0.0,0.7443,0.7993,0.042681,0.042306,0.547514,0.538278,5
231,77,56,core,0.825383,0.691776,0.896347,0.832028,0.931604,0.864039,0.6,0.0,0.8649,0.8823,0.133319,0.136667,0.844181,0.834986,4
232,72,44,core,0.820717,0.574428,0.814064,0.933171,0.937325,0.805578,0.7,0.0,0.8609,0.8656,0.063042,0.064486,0.635875,0.632417,5
232,70,32,core,0.839763,0.650435,0.865791,0.821693,0.986022,0.862445,0.8,0.0,0.7304,0.7884,0.042181,0.042389,0.548153,0.538333,6
232,77,56,core,0.852413,0.746092,0.877026,0.918512,0.892994,0.860313,0.7,0.0,0.8585,0.8879,0.128556,0.13375,0.831639,0.827389,5
233,72,44,core,0.859871,0.599495,0.85688,0.986207,0.945284,0.802367,0.8,0.0,0.8693,0.8716,0.062847,0.064097,0.632208,0.631514,6
233,70,32,core,0.832101,0.566477,0.877387,0.797629,0.975638,0.864945,0.9,0.0,0.748,0.7998,0.041653,0.042014,0.548792,0.537486,7
233,77,56,core,0.871849,0.709965,0.903508,0.982106,0.855591,0.856648,0.8,0.0,0.8588,0.8882,0.123778,0.130722,0.819917,0.820819,6
234,72,44,core,0.844235,0.612985,0.850022,0.952022,0.859238,0.798563,0.9,0.0,0.8552,0.871,0.061125,0.064458,0.627861,0.630319,7
234,70,32,core,0.822541,0.598893,0.839763,0.771909,0.931967,0.867914,1.0,0.0,0.7574,0.7959,0.041722,0.042764,0.549819,0.536875,8
234,77,56,core,0.848891,0.722231,0.806175,0.930583,0.868707,0.852516,0.9,0.0,0.8615,0.8849,0.121847,0.128,0.810944,0.814542,7
235,72,44,core,0.808507,0.617216,0.774911,0.895834,0.792341,0.795406,1.0,0.0,0.8515,0.8809,0.060708,0.065861,0.624264,0.629764,8
235,70,32,core,0.810348,0.593776,0.850384,0.76338,0.873631,0.862289,1.0,0.0,0.7594,0.8157,0.041306,0.043306,0.550028,0.536528,9
235,77,56,core,0.837371,0.733919,0.846129,0.838758,0.817917,0.849563,1.0,0.0,0.8616,0.8766,0.119486,0.128194,0.801417,0.810208,8
236,27,53,core,0.804134,0.671181,0.722869,0.996395,0.935581,0.730492,0.5,0.0,0.8521,0.8518,0.058903,0.060292,0.592069,0.59225,3
236,72,44,core,0.806753,0.619272,0.767905,0.860947,0.835125,0.792484,1.0,0.0,0.8522,0.8522,0.059958,0.063861,0.621014,0.6285,9
236,70,32,core,0.824598,0.575682,0.857931,0.729789,0.992517,0.85625,1.0,0.0,0.779,0.7973,0.042319,0.042208,0.551,0.53525,10
236,77,56,core,0.835252,0.740452,0.854916,0.808111,0.830623,0.846047,1.0,0.0,0.8519,0.8964,0.117347,0.125222,0.792722,0.803375,9
237,72,44,core,0.783172,0.615873,0.773541,0.807214,0.780595,0.789664,1.0,0.0,0.8532,0.8675,0.058431,0.063722,0.616792,0.6275,10
237,70,32,core,0.795957,0.610199,0.860797,0.702538,0.85558,0.849547,1.0,0.0,0.78,0.7634,0.044181,0.041833,0.551889,0.534236,11
237,77,56,core,0.807197,0.764901,0.857122,0.72494,0.774053,0.842711,1.0,0.0,0.8667,0.8851,0.112556,0.123111,0.781819,0.797903,10
238,72,44,core,0.770049,0.663835,0.775579,0.769126,0.724721,0.787063,1.0,0.0,0.8462,0.8697,0.057403,0.06425,0.613431,0.626556,11
238,70,32,core,0.787075,0.59817,0.833518,0.690734,0.870273,0.844625,1.0,0.0,0.7805,0.8081,0.043889,0.041806,0.552194,0.533694,12
238,77,56,core,0.787628,0.731397,0.850378,0.690351,0.753685,0.839992,1.0,0.0,0.8634,0.8752,0.109069,0.120417,0.772708,0.791236,11
239,70,32,core,0.784954,0.633632,0.837213,0.66939,0.856735,0.838227,1.0,0.0,0.8044,0.7981,0.044556,0.042208,0.553069,0.533,13
239,77,56,core,0.772175,0.777475,0.802477,0.649426,0.753735,0.836625,1.0,0.0,0.866,0.8764,0.108028,0.119264,0.764139,0.785722,12
240,70,32,core,0.786057,0.615977,0.844238,0.658326,0.882411,0.830734,1.0,0.0,0.7934,0.797,0.044417,0.042514,0.553486,0.532583,14
248,15,20,core,0.703207,0.656436,0.727719,0.648524,0.862552,0.763398,0.5,0.0,0.6397,0.8183,0.077403,0.081514,0.516903,0.49525,3
249,77,58,core,0.762857,0.785237,0.794823,0.64529,0.942574,0.930562,0.5,0.0,0.8699,0.8739,0.086778,0.085,0.692917,0.671014,3
250,77,58,core,0.814748,0.854704,0.881427,0.653225,0.982393,0.928016,0.6,0.0,0.8704,0.8641,0.085153,0.084625,0.687792,0.6665,4
251,77,58,core,0.824371,0.787706,0.929489,0.651956,0.972875,0.925586,0.7,0.0,0.8718,0.8603,0.084097,0.083292,0.682819,0.661431,5
252,77,58,core,0.844476,0.859031,0.922287,0.654315,0.976362,0.923969,0.8,0.0,0.8483,0.8765,0.081625,0.080944,0.676625,0.655417,6
253,77,58,core,0.858295,0.850127,0.922651,0.657595,0.998047,0.922102,0.9,0.0,0.8557,0.8615,0.081208,0.081153,0.6715,0.650542,7
254,27,44,core,0.781611,0.727945,0.76871,0.952816,0.814482,0.582828,0.5,0.0,0.8073,0.8693,0.065333,0.060806,0.608986,0.606569,3
254,77,58,core,0.863781,0.807776,0.925489,0.671065,0.98707,0.921234,1.0,0.0,0.8576,0.8585,0.079097,0.079458,0.666153,0.646208,8
255,27,44,core,0.79294,0.721535,0.835703,0.912916,0.793435,0.577359,0.6,0.0,0.8194,0.8596,0.065167,0.060097,0.609681,0.605125,4
255,77,58,core,0.853449,0.796893,0.887077,0.67032,0.992889,0.919758,1.0,0.0,0.857,0.8713,0.077944,0.07775,0.661639,0.641639,9
256,77,58,core,0.851701,0.797197,0.892463,0.685954,0.95793,0.918625,1.0,0.0,0.861,0.8582,0.076056,0.077208,0.656319,0.637472,10
257,77,58,core,0.853572,0.887565,0.886448,0.687289,0.905495,0.91807,1.0,0.0,0.8607,0.8617,0.073458,0.076056,0.650958,0.632208,11
258,77,58,core,0.851706,0.87438,0.888336,0.695934,0.893062,0.917383,1.0,0.0,0.8693,0.8653,0.071889,0.074792,0.646667,0.628542,12
259,77,58,core,0.857335,0.834684,0.884526,0.687671,0.96621,0.916828,1.0,0.0,0.8591,0.8601,0.072292,0.073167,0.642792,0.624069,13
260,35,32,core,0.79944,0.733951,0.776764,0.877852,0.907521,0.883781,0.5,0.0,0.7923,0.7877,0.037389,0.038681,0.524333,0.517819,3
261,35,32,core,0.79537,0.71301,0.754239,0.855702,0.910163,0.878023,0.6,0.0,0.7926,0.7911,0.037319,0.038569,0.525167,0.517375,4
261,62,44,core,0.785599,0.698267,0.945191,0.700589,0.933498,0.654281,0.5,0.0,0.8417,0.8418,0.057778,0.056403,0.613875,0.596083,3
262,62,44,core,0.774801,0.768145,0.826256,0.718125,0.903338,0.656328,0.6,0.0,0.8491,0.8373,0.056819,0.054833,0.611333,0.594778,4
263,62,44,core,0.772014,0.755199,0.843921,0.702148,0.84646,0.6585,0.7,0.0,0.8469,0.8475,0.056611,0.053403,0.609778,0.592097,5
264,62,44,core,0.787639,0.770702,0.834438,0.699228,0.878015,0.660281,0.8,0.0,0.8205,0.8365,0.055542,0.053069,0.608194,0.590306,6
265,62,44,core,0.78493,0.693258,0.836656,0.704688,0.862046,0.663914,0.9,0.0,0.8453,0.8344,0.055139,0.052347,0.606819,0.589319,7
266,62,44,core,0.79772,0.678951,0.828898,0.715139,0.882709,0.666516,1.0,0.0,0.8522,0.8353,0.054611,0.052278,0.605139,0.588375,8
267,62,44,core,0.817463,0.674158,0.826435,0.72313,0.977434,0.669219,1.0,0.0,0.844,0.8281,0.054111,0.053681,0.603222,0.587014,9
268,62,44,core,0.822276,0.661003,0.827536,0.738763,0.989741,0.672047,1.0,0.0,0.8315,0.8308,0.053972,0.053778,0.601528,0.586389,10
269,62,44,core,0.817454,0.70219,0.798031,0.738763,0.970639,0.675984,1.0,0.0,0.8391,0.8235,0.053542,0.052986,0.599931,0.584792,11
270,62,44,core,0.789553,0.599087,0.805949,0.732022,0.90619,0.679187,1.0,0.0,0.8343,0.825,0.054097,0.052264,0.598736,0.583139,12
271,62,44,core,0.792615,0.597349,0.913398,0.734874,0.784104,0.682477,1.0,0.0,0.8121,0.8229,0.056167,0.051583,0.597417,0.582014,13
276,70,44,core,0.780074,0.583598,0.821993,0.839924,0.992082,0.572773,0.5,0.0,0.8296,0.8194,0.049847,0.049986,0.583236,0.574514,3
277,70,44,core,0.784116,0.617757,0.819822,0.811711,0.974991,0.571414,0.6,0.0,0.8392,0.8317,0.050361,0.049917,0.583778,0.573347,4
277,77,58,core,0.761104,0.768031,0.773148,0.664019,0.949615,0.933688,0.5,0.0,0.8288,0.8261,0.056542,0.055528,0.583736,0.563264,3
278,27,56,core,0.798463,0.710548,0.864361,0.908615,0.869058,0.496492,0.5,0.0,0.8378,0.8669,0.072,0.075625,0.637875,0.642667,3
278,70,44,core,0.778781,0.607037,0.821559,0.784446,0.938677,0.569781,0.7,0.0,0.825,0.8256,0.050722,0.049611,0.584222,0.572083,5
278,77,58,core,0.777075,0.764392,0.811242,0.664757,0.933146,0.935742,0.6,0.0,0.823,0.8274,0.056306,0.054958,0.581278,0.560861,4
279,27,56,core,0.826235,0.719974,0.880502,0.971794,0.852404,0.49368,0.6,0.0,0.8386,0.8638,0.072,0.076139,0.639056,0.640486,4
279,70,44,core,0.775535,0.620279,0.827659,0.746395,0.902725,0.568687,0.8,0.0,0.8387,0.8298,0.050528,0.04875,0.584903,0.570278,6
279,77,58,core,0.772862,0.766635,0.721023,0.671625,0.963759,0.939062,0.7,0.0,0.8186,0.8354,0.054472,0.055181,0.578361,0.558458,5
282,72,53,core,0.772904,0.624295,0.865857,0.669948,0.993528,0.932063,0.5,0.0,0.7826,0.777,0.036625,0.036708,0.521181,0.501153,3
283,44,40,core,0.76997,0.76806,0.82043,0.718924,0.918859,0.723016,0.5,0.0,0.8819,0.8597,0.1095,0.112792,0.690625,0.674125,3
283,72,53,core,0.785003,0.618918,0.87736,0.682533,0.977243,0.934875,0.6,0.0,0.7933,0.7659,0.036056,0.036347,0.519069,0.499972,4
283,87,73,core,0.743341,0.686951,0.716424,0.725947,0.967284,0.724984,0.5,0.0,0.8852,0.8763,0.141139,0.142792,0.89525,0.879236,3
284,44,40,core,0.784653,0.7796,0.840608,0.7361,0.88871,0.715875,0.6,0.0,0.8707,0.8606,0.111681,0.116389,0.696333,0.681014,4
284,87,73,core,0.753481,0.713599,0.701459,0.721525,0.970417,0.732242,0.6,0.0,0.868,0.8942,0.136708,0.138153,0.882222,0.865903,4
285,44,40,core,0.796009,0.783387,0.855364,0.740201,0.870844,0.70882,0.7,0.0,0.8655,0.8673,0.112583,0.118167,0.701556,0.686514,5
285,87,73,core,0.746348,0.693653,0.62236,0.726351,0.990499,0.740453,0.7,0.0,0.8899,0.8769,0.132792,0.133236,0.868792,0.852806,5
286,44,40,core,0.818025,0.824074,0.866246,0.740818,0.887861,0.701508,0.8,0.0,0.8814,0.86,0.116319,0.121264,0.708486,0.693486,6
286,87,73,core,0.763891,0.762207,0.600065,0.731006,0.996931,0.748117,0.8,0.0,0.873,0.8845,0.129014,0.129153,0.856917,0.84125,6
287,44,40,core,0.824365,0.774744,0.872918,0.738353,0.903201,0.693922,0.9,0.0,0.8823,0.8571,0.118306,0.122597,0.714306,0.699139,7
287,87,73,core,0.771418,0.748504,0.602506,0.725343,0.99716,0.754969,0.9,0.0,0.867,0.8744,0.125625,0.1255,0.846264,0.830208,7
288,44,40,core,0.814428,0.769231,0.76535,0.76529,0.910377,0.686156,1.0,0.0,0.8796,0.8611,0.121389,0.125444,0.719639,0.706264,8
288,87,73,core,0.781453,0.735479,0.624633,0.728169,0.974125,0.762117,1.0,0.0,0.8694,0.8823,0.121653,0.120542,0.834611,0.81875,8
289,75,56,core,0.788509,0.734893,0.797786,0.763804,0.978404,0.84393,0.5,0.0,0.8668,0.8609,0.069333,0.068806,0.63175,0.618278,3
289,87,73,core,0.780082,0.770033,0.644585,0.714941,0.931126,0.769398,1.0,0.0,0.871,0.8713,0.118806,0.115875,0.824181,0.807403,9
290,75,56,core,0.804457,0.774351,0.805236,0.787502,0.938388,0.848836,0.6,0.0,0.8578,0.8775,0.067264,0.068778,0.628556,0.616611,4
290,87,73,core,0.825962,0.768191,0.754588,0.736919,0.995132,0.776602,1.0,0.0,0.873,0.8738,0.113944,0.11375,0.813347,0.798083,10
291,75,56,core,0.82004,0.771706,0.825193,0.781618,0.949593,0.853258,0.7,0.0,0.8491,0.885,0.067667,0.068903,0.627111,0.614792,5
291,87,73,core,0.830752,0.812825,0.762622,0.767632,0.935557,0.78307,1.0,0.0,0.8697,0.873,0.110694,0.113306,0.803361,0.790139,11
292,75,56,core,0.811296,0.75709,0.717366,0.782487,0.999413,0.857727,0.8,0.0,0.8499,0.8612,0.067625,0.067611,0.625111,0.612847,6
292,87,73,core,0.839762,0.83035,0.769205,0.752223,0.976773,0.789953,1.0,0.0,0.8748,0.8704,0.109306,0.110208,0.795472,0.781236,12
293,75,56,core,0.829825,0.820797,0.729318,0.811936,0.941288,0.86268,0.9,0.0,0.8556,0.8728,0.065542,0.066944,0.621569,0.611153,7
293,87,73,core,0.836322,0.80117,0.775755,0.751597,0.97257,0.795891,1.0,0.0,0.8813,0.8665,0.107528,0.106486,0.787347,0.773069,13
294,75,56,core,0.828138,0.758691,0.744578,0.823063,0.895264,0.86743,1.0,0.0,0.8557,0.8692,0.064375,0.066917,0.618194,0.608458,8
294,87,73,core,0.836856,0.807286,0.780636,0.745773,0.970349,0.80182,1.0,0.0,0.8622,0.8761,0.106028,0.104917,0.779069,0.764403,14
295,75,56,core,0.824649,0.773727,0.731935,0.829951,0.872375,0.872867,1.0,0.0,0.8637,0.856,0.062708,0.065778,0.615194,0.605875,9
295,87,73,core,0.844836,0.799869,0.785515,0.773626,0.973406,0.807781,1.0,0.0,0.8698,0.8646,0.102569,0.103542,0.769764,0.756931,15
296,75,56,core,0.831896,0.783955,0.761018,0.868875,0.814793,0.877414,1.0,0.0,0.8711,0.8656,0.060736,0.06525,0.611569,0.604542,10
296,87,73,core,0.836147,0.84542,0.765206,0.779017,0.912966,0.813695,1.0,0.0,0.8769,0.8643,0.100361,0.103611,0.761833,0.749347,16
297,75,56,core,0.821378,0.74697,0.737835,0.866225,0.821054,0.882133,1.0,0.0,0.8448,0.8689,0.060458,0.064778,0.609417,0.602236,11
297,87,73,core,0.837971,0.800437,0.780074,0.759994,0.959574,0.819477,1.0,0.0,0.8728,0.8721,0.098333,0.099764,0.754778,0.741056,17
298,75,56,core,0.823618,0.782418,0.750149,0.88914,0.760635,0.886117,1.0,0.0,0.8344,0.8751,0.058875,0.064792,0.606653,0.600778,12
298,87,73,core,0.844598,0.819883,0.768801,0.78075,0.964842,0.825188,1.0,0.0,0.8714,0.8574,0.096958,0.098181,0.746931,0.734556,18
299,44,40,core,0.787046,0.82008,0.728462,0.945959,0.831173,0.583883,0.5,0.0,0.8663,0.8258,0.161611,0.172417,0.810042,0.807264,3
299,75,56,core,0.82961,0.768129,0.765159,0.923886,0.737888,0.891039,1.0,0.0,0.8183,0.8746,0.058153,0.064681,0.604125,0.600167,13
299,87,73,core,0.854366,0.82145,0.789915,0.794092,0.967975,0.831031,1.0,0.0,0.8786,0.8714,0.094556,0.095639,0.739833,0.728306,19
300,44,40,core,0.817062,0.800465,0.767954,0.975581,0.862392,0.572609,0.6,0.0,0.874,0.8577,0.167403,0.176306,0.81925,0.818014,4
300,75,56,core,0.838313,0.771992,0.771431,0.943335,0.745135,0.895906,1.0,0.0,0.7929,0.8624,0.0575,0.063736,0.601778,0.598861,14
300,87,73,core,0.822142,0.789766,0.695025,0.781184,0.964085,0.836148,1.0,0.0,0.8693,0.8656,0.093903,0.092708,0.73425,0.721903,20
301,44,40,core,0.816651,0.87268,0.650502,0.949645,0.938105,0.561828,0.7,0.0,0.8794,0.8485,0.176264,0.18025,0.832167,0.829583,5
301,75,56,core,0.843103,0.771018,0.780776,0.938631,0.76273,0.901055,1.0,0.0,0.7841,0.8651,0.056708,0.062347,0.599167,0.596,15
301,87,73,core,0.853459,0.886369,0.706617,0.814195,0.990899,0.842422,1.0,0.0,0.8564,0.8677,0.091292,0.091,0.725903,0.715625,21
302,44,40,core,0.825733,0.807041,0.659061,0.995289,0.917919,0.550117,0.8,0.0,0.8813,0.8478,0.182569,0.188125,0.842694,0.842931,6
302,75,56,core,0.829361,0.761949,0.769655,0.97531,0.667627,0.906047,1.0,0.0,0.7614,0.8585,0.054222,0.062458,0.595764,0.594514,16
302,87,73,core,0.857207,0.803727,0.782043,0.802073,0.991047,0.848188,1.0,0.0,0.8716,0.8706,0.088389,0.088111,0.720181,0.709153,22
302,85,30,core,0.782257,0.699452,0.748633,0.902578,0.982733,0.359797,0.5,0.0,0.8457,0.8314,0.068556,0.068139,0.648694,0.643569,3
303,44,40,core,0.820582,0.814567,0.640897,0.967754,0.896408,0.539055,0.9,0.0,0.9142,0.8511,0.187236,0.194542,0.854764,0.856403,7
303,87,73,core,0.857352,0.826316,0.792402,0.814195,0.945371,0.853617,1.0,0.0,0.8842,0.8746,0.085333,0.087028,0.713181,0.702903,23
303,85,30,core,0.77909,0.684889,0.715343,0.907102,0.962181,0.36618,0.6,0.0,0.8254,0.825,0.069431,0.0685,0.647361,0.642486,4
304,87,73,core,0.868351,0.802625,0.821916,0.824207,0.967362,0.859078,1.0,0.0,0.872,0.8694,0.084417,0.085403,0.706611,0.696944,24
305,87,73,core,0.874901,0.812762,0.813912,0.837128,0.98507,0.86425,1.0,0.0,0.8569,0.8638,0.084194,0.084639,0.701111,0.692222,25
306,87,73,core,0.886406,0.847505,0.822111,0.855702,0.981864,0.869094,1.0,0.0,0.8645,0.8716,0.082125,0.082653,0.694875,0.687083,26
307,15,20,core,0.755588,0.718731,0.849565,0.784882,0.796957,0.595508,0.5,0.0,0.7922,0.8465,0.108861,0.117861,0.580583,0.568472,3
307,75,56,core,0.791099,0.734451,0.808635,0.966947,0.703589,0.926359,0.5,0.0,0.7762,0.8771,0.052931,0.059861,0.584417,0.586097,3
307,82,75,core,0.766175,0.700784,0.84416,0.758307,0.950477,0.406906,0.5,0.0,0.8769,0.8645,0.102472,0.100667,0.770194,0.756361,3
307,87,73,core,0.883757,0.833548,0.817568,0.850488,0.990167,0.873539,1.0,0.0,0.8754,0.8653,0.080181,0.080458,0.6905,0.682403,27
308,15,20,core,0.783333,0.722744,0.857152,0.783357,0.876464,0.590023,0.6,0.0,0.8071,0.855,0.112917,0.11825,0.582264,0.570056,4
308,75,56,core,0.814278,0.760404,0.845796,0.973145,0.694917,0.929984,0.6,0.0,0.752,0.8548,0.051014,0.057944,0.58225,0.583611,4
308,82,75,core,0.749783,0.71544,0.712074,0.7801,0.943174,0.415781,0.6,0.0,0.8853,0.8615,0.101417,0.099361,0.766972,0.754556,4
308,87,73,core,0.880315,0.824588,0.815673,0.847894,0.984004,0.87868,1.0,0.0,0.8683,0.8727,0.078972,0.078528,0.685139,0.676889,28
309,62,44,core,0.813158,0.756095,0.910966,0.864542,0.814553,0.859125,0.5,0.0,0.7963,0.8181,0.041903,0.039,0.543319,0.536042,3
309,75,56,core,0.774306,0.677978,0.799183,0.948327,0.59517,0.933953,0.7,0.0,0.7279,0.84,0.049375,0.059208,0.579958,0.582611,5
309,77,58,core,0.783838,0.672839,0.775677,0.831104,0.917125,0.955836,0.5,0.0,0.8093,0.711,0.040514,0.039306,0.51575,0.5065,3
309,87,73,core,0.864403,0.795323,0.792776,0.838525,0.965478,0.88368,1.0,0.0,0.8655,0.871,0.078417,0.077458,0.680264,0.671458,29
310,62,44,core,0.869248,0.759974,0.914806,0.902829,0.988386,0.86332,0.6,0.0,0.7853,0.7685,0.040847,0.040681,0.541333,0.536222,4
310,75,56,core,0.765384,0.723451,0.7905,0.897827,0.539634,0.937164,0.8,0.0,0.7351,0.8113,0.048125,0.059722,0.576333,0.581722,6
310,77,58,core,0.79486,0.652494,0.768739,0.842494,0.93266,0.952922,0.6,0.0,0.787,0.709,0.040333,0.039361,0.514069,0.5055,4
310,87,73,core,0.879053,0.776135,0.786828,0.887167,0.998464,0.888812,1.0,0.0,0.875,0.8668,0.077444,0.077486,0.674222,0.668236,30
311,62,44,core,0.859992,0.767768,0.88883,0.912663,0.905651,0.866477,0.7,0.0,0.7775,0.7905,0.041556,0.040139,0.540278,0.535708,5
311,75,56,core,0.77019,0.671042,0.799715,0.886182,0.555121,0.940703,0.9,0.0,0.7484,0.8192,0.048208,0.059236,0.574903,0.580944,7
311,77,58,core,0.794214,0.680277,0.766727,0.851434,0.85055,0.950453,0.7,0.0,0.7884,0.7366,0.040597,0.038361,0.512403,0.504361,5
312,62,44,core,0.838807,0.733145,0.872964,0.911143,0.796673,0.869469,0.8,0.0,0.7716,0.7606,0.043042,0.03975,0.539042,0.534389,6
312,70,38,core,0.752214,0.751375,0.818628,0.833185,0.803094,0.318727,0.5,0.0,0.8395,0.7944,0.055889,0.060347,0.596236,0.587111,3
312,75,56,core,0.796322,0.649356,0.818019,0.91317,0.59454,0.944266,1.0,0.0,0.7258,0.8263,0.048708,0.058431,0.573931,0.578472,8
312,77,58,core,0.829872,0.652434,0.772178,0.847894,0.998022,0.947703,0.8,0.0,0.7831,0.7175,0.040069,0.040097,0.510903,0.502653,6
312,86,72,core,0.828965,0.783762,0.807667,0.908363,0.960073,0.807578,0.5,0.0,0.8442,0.9091,0.200097,0.197264,0.753958,0.749153,3
313,62,44,core,0.869433,0.765962,0.89278,0.915201,0.844711,0.872031,0.9,0.0,0.788,0.76,0.042861,0.040403,0.537889,0.533458,7
313,70,38,core,0.756001,0.708667,0.820326,0.818731,0.820825,0.31543,0.6,0.0,0.8415,0.8039,0.057264,0.061361,0.597389,0.587389,4
313,75,56,core,0.81782,0.685535,0.812455,0.937588,0.650613,0.947133,1.0,0.0,0.7445,0.8287,0.049875,0.057972,0.573792,0.577014,9
313,77,58,core,0.834731,0.697564,0.758207,0.857605,0.944308,0.945641,0.9,0.0,0.7764,0.7546,0.039764,0.040569,0.509486,0.501806,7
313,86,72,core,0.841977,0.768005,0.766513,0.949645,0.98548,0.81282,0.6,0.0,0.8629,0.8881,0.194847,0.195847,0.747417,0.744833,4
314,15,20,core,0.766776,0.6882,0.79825,0.8884,0.818876,0.562164,0.5,0.0,0.8209,0.8317,0.117528,0.126042,0.585889,0.579972,3
314,62,44,core,0.877578,0.755235,0.902717,0.907606,0.839622,0.87575,1.0,0.0,0.7831,0.7708,0.042125,0.039625,0.536625,0.531778,8
314,70,38,core,0.757982,0.704736,0.815944,0.814195,0.795823,0.311445,0.7,0.0,0.8383,0.8046,0.058083,0.062917,0.598167,0.587889,5
314,75,56,core,0.788753,0.614931,0.803084,0.914693,0.597851,0.949977,1.0,0.0,0.7457,0.821,0.048861,0.0585,0.570986,0.575444,10
314,77,58,core,0.872834,0.694538,0.876749,0.852144,0.946312,0.943352,1.0,0.0,0.7697,0.7532,0.038458,0.039208,0.507708,0.499708,8
314,86,72,core,0.854193,0.758376,0.809746,0.924913,0.979202,0.818625,0.7,0.0,0.8745,0.8773,0.191875,0.193292,0.743333,0.739431,5
315,62,44,core,0.832052,0.787191,0.6507,0.915456,0.892712,0.877852,1.0,0.0,0.7868,0.78,0.041014,0.039417,0.535514,0.531097,9
315,70,38,core,0.77487,0.71916,0.808931,0.829259,0.81024,0.308016,0.8,0.0,0.8466,0.822,0.058333,0.062792,0.598236,0.588875,6
315,77,58,core,0.862014,0.640256,0.87197,0.865022,0.923304,0.941328,1.0,0.0,0.7776,0.7613,0.03825,0.039333,0.505847,0.498597,9
315,86,72,core,0.870287,0.774913,0.802953,0.966142,0.952987,0.82357,0.8,0.0,0.8732,0.8945,0.188764,0.191972,0.737486,0.735764,6
316,62,44,core,0.816122,0.708647,0.649564,0.915456,0.872691,0.880648,1.0,0.0,0.7706,0.7622,0.041181,0.039264,0.534458,0.530042,10
316,70,38,core,0.736892,0.702242,0.714797,0.84978,0.675726,0.30532,0.9,0.0,0.838,0.8194,0.057333,0.065764,0.598236,0.590097,7
316,77,58,core,0.870489,0.684887,0.865928,0.870083,0.933933,0.939328,1.0,0.0,0.7904,0.7386,0.037861,0.038778,0.5045,0.497542,10
316,86,72,core,0.868361,0.729381,0.805113,0.933171,0.964845,0.828266,0.9,0.0,0.8621,0.8875,0.186222,0.188569,0.733444,0.729986,7
316,85,30,core,0.792466,0.693848,0.775753,0.895834,0.989232,0.452914,0.5,0.0,0.8292,0.8086,0.062431,0.062194,0.627069,0.621569,3
317,35,42,core,0.786093,0.772143,0.640932,0.983745,0.919032,0.605914,0.5,0.0,0.8608,0.8581,0.080111,0.082514,0.668389,0.667569,3
317,62,44,core,0.790385,0.705892,0.647941,0.910131,0.754033,0.883523,1.0,0.0,0.7658,0.7774,0.042514,0.038514,0.533333,0.528625,11
317,70,38,core,0.744062,0.745025,0.712732,0.863582,0.615489,0.302648,1.0,0.0,0.8479,0.8109,0.056861,0.067389,0.598444,0.591111,8
317,77,58,core,0.868027,0.647493,0.875334,0.857844,0.953627,0.937664,1.0,0.0,0.7859,0.7491,0.038125,0.038764,0.503361,0.495694,11
317,86,72,core,0.892381,0.833687,0.817482,0.898576,0.983482,0.832344,1.0,0.0,0.8175,0.9019,0.186375,0.185292,0.730792,0.725444,8
317,87,73,core,0.843021,0.805875,0.827954,0.892357,0.981165,0.916578,0.5,0.0,0.8611,0.8641,0.068639,0.069097,0.642292,0.636597,3
318,35,42,core,0.804064,0.779073,0.682744,0.997503,0.885845,0.599445,0.6,0.0,0.8777,0.848,0.081403,0.084931,0.672764,0.672889,4
318,62,44,core,0.824748,0.723539,0.752705,0.9203,0.768218,0.886437,1.0,0.0,0.7676,0.787,0.042222,0.0385,0.531972,0.527819,12
318,70,38,core,0.768709,0.712373,0.806016,0.873231,0.635326,0.299516,1.0,0.0,0.8455,0.7964,0.057472,0.067361,0.598389,0.591611,9
